IdCliente,Nombre,FechaNacimiento,Genero,Nacionalidad,ProvinciaResidencia,Estudios,TipoCliente
1400,"Berry, Matthew",1949-08-10,F,ES,Zaragoza,Universitario,Común
1401,"Swazoe, Kara",1965-12-02,m,ES,burgos,Universitario,NUEVO
1402,"al-Hasan, Hadiyya",1960-03-15,F,ES,ZAMORA,Primario,V.I.P.
1403,"Smith, Kristiena",1973-05-20,f,mz,lugo,PreUniversitario,nuevo
1404,"Reed, Jeremy",1943-02-13,M,ES,palencia,Secundario,NUEVO
1405,"Reichel, Jacob",1979-06-30,m,NA,Cordoba,PreUniversitario,NUEVO
1406,"Erickson, Annalise",1960-12-30,NA,ES,la rioja,Universitario,V I P
1407,"Bayer, Stephanie",1983-12-17,F,ES,Albacete,Secundario,V I P
1408,"Garcia, Ricardo",1962-02-12,F,ES,LUGO,Secundario,NUEVO
1409,"Bomberg, Morgan",1954-06-25,m,CM,cádiz,Primario,V I P
1410,"Duncan, Nicholas",1974-11-13,f,ES,LA RIOJA,Primario,V I P
1411,"Lundahl, Fredrick",1967-08-14,M,C.Y.,alicante,Secundario,V.I.P.
1412,"al-Hussein, Fikriyya",1987-11-18,f,ES,Cantabria,PreUniversitario,V.I.P.
1413,"Atencio, Alvaro",1970-08-06,M,ES,Guipúzcoa,Primario,Común
1414,"el-Hosein, Bassaam",1976-04-27,NA,ES,Burgos,Universitario,COMUN
1415,"Gonzalez, Samantha",1970-04-30,f,D.J.,Sevilla,PreUniversitario,Común
1416,"Ilaoa, Janet",1958-06-11,M,ES,Zamora,Universitario,Común
1417,"Jhaveri, Samantha",1982-01-27,NA,M.U.,zaragoza,Primario,COMUN
1418,"Black, Mitchell",1994-04-06,F,ES,Toledo,Universitario,Común
1419,"Goldman, Samantha",1947-06-29,F,ES,Cuenca,PreUniversitario,V I P
1420,"el-Akbar, Saqr",1941-08-23,F,ES,córdoba,Secundario,V I P
1421,"Bustos-Campos, Keya",1985-02-11,f,No,HUELVA,Primario,VIP
1422,"el-Haque, Naqiyya",1974-05-09,NA,ES,Badajoz,Universitario,V.I.P.
1423,"el-Kabir, Lubna",1979-01-13,f,Kr,LA RIOJA,Universitario,COMUN
1424,"Lerum, Jenelle",1986-10-22,NA,ES,Salamanca,PreUniversitario,COMUN
1425,"Adams, Mohamed",1989-09-08,F,ES,GUIPÚZCOA,PreUniversitario,Comun
1426,"Moon, Delgermaa",1991-01-24,f,ES,Cádiz,Universitario,V I P
1427,"el-Soliman, Masroora",1957-09-30,NA,PE,Guadalajara,PreUniversitario,COMUN
1428,"Earnest, Adrian",1979-11-10,F,ES,Huesca,Universitario,COMUN
1429,"Fresquez, Michael",1989-11-19,M,Bf,ISLAS BALEARS,Secundario,V I P
1430,"Talbot, Hailey",1943-05-03,F,ES,Palencia,Universitario,VIP
1431,"al-Youssef, Reema",1966-10-26,f,ES,Lerida,Secundario,COMUN
1432,"al-Hammad, Sabaah",1985-02-23,f,ES,sevilla,PreUniversitario,V I P
1433,"Benally, Duncan",1969-07-31,M,BR,Guadalajara,Primario,COMUN
1434,"Porterfield, Daniel",1986-04-12,NA,ES,Cáceres,Universitario,Comun
1435,"Hughes, Asiala",1974-09-02,NA,Gq,ZAMORA,Universitario,V I P
1436,"al-Ghanem, Ahlaam",1963-08-24,NA,ES,ALBACETE,PreUniversitario,Común
1437,"Henderson, Sarah",1952-01-21,NA,ES,Murcia,Secundario,V.I.P.
1438,"Curry, Terrence",1948-08-31,m,ES,Cuenca,Universitario,Comun
1439,"Russ, Emma",1940-01-26,m,T.K.,Asturias,Secundario,nuevo
1440,"Standish, Jasper",1954-08-20,f,ES,LA CORUÑA,Primario,nuevo
1441,"Pregnon, Damon",1950-02-04,m,NA,Asturias,PreUniversitario,Común
1442,"al-Ahmed, Taqiyya",1956-12-09,F,ES,Toledo,PreUniversitario,Comun
1443,"Rodenburg, Devlin",1994-08-16,F,ES,La Coruña,Secundario,VIP
1444,"Burnham, Devin",1950-04-11,f,ES,GUIPÚZCOA,PreUniversitario,Comun
1445,"Galicia, Taylor",1947-12-05,F,tl,SALAMANCA,Primario,V I P
1446,"Salazar, Abigail",1982-01-07,M,ES,Lugo,Universitario,NUEVO
1447,"Russ, Jimmy",1983-09-21,m,N.U.,PONTEVEDRA,PreUniversitario,NUEVO
1448,"Garrison, Reed",1944-01-08,NA,ES,SEGOVIA,Primario,COMUN
1449,"Vallejo, Eriberto",1952-11-24,NA,ES,SORIA,Primario,V I P
1450,"O Hara, Sarah",1991-05-20,f,ES,La Rioja,Universitario,COMUN
1451,"Mcconnell, Vincent",1974-12-22,NA,EG,Burgos,Secundario,vip
1452,"el-Hashemi, Zuhra",1987-10-13,F,ES,granada,Primario,nuevo
1453,"Smith, Taryn",1983-11-30,M,cr,cáceres,Universitario,VIP
1454,"Rojas, Steven",1974-01-03,f,ES,VALLADOLID,PreUniversitario,V.I.P.
1455,"Butsch, David",1950-09-26,F,ES,ASTURIAS,Universitario,Común
1456,"Pridgen, Tyeara",1979-02-04,f,ES,Zaragoza,Universitario,vip
1457,"Pruitt, Deja",1949-05-24,F,P.K.,navarra,PreUniversitario,NUEVO
1458,"Westphal, Janika",1952-03-31,NA,ES,ávila,Primario,vip
1459,"al-Latif, Waliyya",1960-06-06,F,Br,Guadalajara,Universitario,nuevo
1460,"el-Firman, Bassaam",1993-03-09,m,ES,HUESCA,Secundario,V I P
1461,"Nevarez, Naara",1977-12-05,f,ES,SEGOVIA,PreUniversitario,Comun
1462,"Bevill Robinson, Dejon",1955-11-23,f,ES,Madrid,Secundario,vip
1463,"Edwards, Keiley",1990-06-09,m,Tg,castellón,PreUniversitario,Común
1464,"Powless, Samuel",1950-12-17,f,ES,Valencia,Primario,vip
1465,"Tieman, Pariss",1976-06-02,f,It,Cantabria,PreUniversitario,vip
1466,"al-Selim, Shajee'a",1946-12-26,M,ES,LAS PALMAS,Universitario,V.I.P.
1467,"Yang, Raymond",1993-11-18,F,ES,Madrid,Secundario,V I P
1468,"Hewlett, Brandon",1957-08-11,F,ES,lugo,Universitario,VIP
1469,"Johnson, Skyler",1974-05-31,f,BY,Navarra,PreUniversitario,COMUN
1470,"Lopez, Dane",1955-01-22,f,ES,Guadalajara,Primario,V.I.P.
1471,"Nguyen, Richard",1952-01-17,NA,G.Y.,Teruel,PreUniversitario,COMUN
1472,"el-Radi, Naafoora",1949-03-22,NA,ES,Navarra,Secundario,Comun
1473,"Tran, Reeves",1979-01-30,NA,ES,Las Palmas,Universitario,VIP
1474,"Gallegos, Ryan",1965-09-05,NA,ES,león,Primario,V I P
1475,"Arnold, Setu",1975-02-23,M,dk,SEGOVIA,Secundario,nuevo
1476,"Mcneely, Ruoqi",1994-03-15,F,ES,Toledo,Primario,Común
1477,"Ault-Booneel, Elvin",1966-09-15,M,A.T.,Lérida,Primario,Común
1478,"Hamm, Renee",1989-12-02,f,ES,Castellón,Secundario,V I P
1479,"Bauer, Deirdra",1976-05-18,NA,ES,Las Palmas,PreUniversitario,V.I.P.
1480,"Steege, Patricia",1953-08-19,f,ES,ALMERÍA,Universitario,Comun
1481,"Moon, You-One",1953-02-05,f,T.L.,Leon,Universitario,nuevo
1482,"Nunley, Cherokee",1980-08-02,NA,ES,Zaragoza,Secundario,VIP
1483,"Long, Devynn",1970-08-13,F,Bv,CUENCA,Universitario,Común
1484,"Busby, Danica",1968-02-03,M,ES,ZAMORA,Secundario,COMUN
1485,"al-Othman, Rihaab",1945-04-08,M,ES,Granada,Universitario,Comun
1486,"Bagaporo, Kathleen",1941-06-26,f,ES,SORIA,Primario,COMUN
1487,"Musick-Occhiuto, Rachelle",1978-04-22,M,L.U.,Murcia,PreUniversitario,nuevo
1488,"el-Demian, Numair",1950-08-18,f,ES,Valladolid,PreUniversitario,Común
1489,"Colin, Miguel",1994-11-06,F,Fo,Málaga,Universitario,V I P
1490,"Khan, Wendy",1962-02-17,f,ES,PONTEVEDRA,Primario,V.I.P.
1491,"Wayne, Sheldon",1955-05-28,m,ES,Toledo,PreUniversitario,COMUN
1492,"Maloy, Shania",1981-11-05,F,ES,Castellón,Secundario,V.I.P.
1493,"Gonzalez, Dominique",1966-05-19,f,GP,Guadalajara,Primario,Comun
1494,"el-Sabet, Yoosuf",1988-04-04,M,ES,guadalajara,PreUniversitario,V.I.P.
1495,"Alvarez, Seleste",1987-04-09,NA,NA,Jaén,Universitario,V I P
1496,"Miller, Matthew",1993-01-25,NA,ES,guadalajara,PreUniversitario,V I P
1497,"Medina, Jorge",1942-07-18,f,ES,pontevedra,PreUniversitario,Común
1498,"Atayde, Diana",1940-05-18,m,ES,CÁCERES,Primario,nuevo
1499,"Natividad, Shelby",1943-03-15,f,I.M.,La Coruña,Universitario,NUEVO
1500,"Hadera, Tevin",1987-09-28,f,ES,GUADALAJARA,Primario,COMUN
1501,"Lott, Chinwendu",1977-11-04,f,Zm,Valladolid,Universitario,nuevo
1502,"Nemmers, Ashleigh",1947-01-22,F,ES,Leon,Universitario,NUEVO
1503,"el-Hamad, Sukaina",1957-01-19,F,ES,albacete,Primario,COMUN
1504,"al-Khalifa, Waneesa",1950-02-01,NA,ES,ZAMORA,PreUniversitario,VIP
1505,"Barron, Nayeli",1974-12-02,M,sv,VIZCAYA,Secundario,V I P
1506,"Marshall, Karin",1983-05-21,M,ES,granada,Secundario,V I P
1507,"Schumacher, Jeong Min",1994-06-30,m,ID,PALENCIA,Secundario,COMUN
1508,"Miles, Arianna",1952-03-17,f,ES,Valencia,PreUniversitario,V.I.P.
1509,"Evans, Alexi",1990-06-08,M,ES,Soria,Primario,Común
1510,"Perez, Dominque",1965-12-11,f,ES,córdoba,PreUniversitario,COMUN
1511,"Henry, Ryan",1961-10-27,NA,T.D.,Lerida,Secundario,nuevo
1512,"Davenport, Matthew",1971-11-27,f,ES,Teruel,Universitario,V.I.P.
1513,"Diaz, Itzel",1949-06-25,m,B.G.,ALICANTE,Universitario,Nuebo
1514,"Santio, Rachelle",1961-11-13,f,ES,Pontevedra,Secundario,Comun
1515,"Mccarty, Joseph",1994-09-05,f,ES,Zamora,PreUniversitario,COMUN
1516,"Grimm, Joseph",1979-02-10,f,ES,lérida,Primario,COMUN
1517,"Franklin, Alpoitier",1955-04-13,F,M.N.,La Coruña,Universitario,NUEVO
1518,"el-Agha, Amniyya",1985-07-21,NA,ES,Gerona,Universitario,COMUN
1519,"al-Mitri, Rifaah",1987-08-08,M,hk,LEÓN,Universitario,COMUN
1520,"el-Shaheen, Maisara",1948-07-15,m,ES,gerona,Universitario,nuevo
1521,"Brooks, Abraham",1948-10-28,m,ES,VALENCIA,PreUniversitario,NUEVO
1522,"O'Neal, Joshua",1988-01-18,M,ES,Madrid,Universitario,Común
1523,"Soto, Maithreyi",1942-12-05,F,Mk,GUADALAJARA,PreUniversitario,COMUN
1524,"el-Quadri, Hasnaa",1949-05-25,m,ES,MADRID,Universitario,Común
1525,"al-Shakir, Faaris",1993-08-11,m,S.A.,Orense,Secundario,COMUN
1526,"Werner, Thomas",1940-01-27,f,ES,álava,Universitario,VIP
1527,"el-Hassan, Naaji",1941-07-16,F,ES,pontevedra,Universitario,V.I.P.
1528,"al-Tabatabai, Sadi",1958-05-14,m,ES,Madrid,Secundario,vip
1529,"el-Chahine, Shameema",1990-12-23,F,B.V.,segovia,Secundario,vip
1530,"Milbry, Aden",1946-08-17,M,ES,Córdoba,Universitario,COMUN
1531,"Atteberry, Alexis",1947-01-16,M,UA,Palencia,PreUniversitario,nuevo
1532,"Gonzalez, Byron",1944-10-11,NA,ES,HUESCA,Secundario,COMUN
1533,"Sheldon, Patrick",1949-11-26,f,ES,Cantabria,PreUniversitario,COMUN
1534,"Kling, Jordan",1973-08-30,F,ES,navarra,Primario,COMUN
1535,"Malone, Da'Sean",1957-01-23,NA,BF,Zaragoza,PreUniversitario,Comun
1536,"Ruybal, Taylor",1958-11-21,f,ES,GUIPÚZCOA,Primario,vip
1537,"Muniz, Jeremy",1947-01-03,f,ci,ciudad real,PreUniversitario,V.I.P.
1538,"Nielsen, Sterling",1963-10-11,NA,ES,Toledo,Primario,V.I.P.
1539,"Jackson, Courtney",1940-10-10,f,ES,Huelva,PreUniversitario,Comun
1540,"Perea, Breeanna",1979-01-19,F,ES,cuenca,Universitario,Comun
1541,"Ratterree, Tyler",1986-04-08,F,Um,Granada,Primario,VIP
1542,"Shute, Sahara",1956-06-19,m,ES,Jaén,Secundario,Comun
1543,"Scarantino, Latisha",1953-01-06,f,BJ,CANTABRIA,Primario,Comun
1544,"Hodge, Antwuan",1953-07-22,F,ES,Ávila,Universitario,VIP
1545,"Taney, Lauren",1957-08-23,m,ES,navarra,Universitario,V.I.P.
1546,"el-Rahaim, Hilmiyya",1993-12-04,f,ES,Segovia,Universitario,V I P
1547,"Bishop, Anna",1953-09-17,m,S.G.,Castellon,Secundario,Comun
1548,"Burch, Emily",1945-10-25,NA,ES,Cantabria,Primario,Común
1549,"Silas, Dominique",1968-12-29,f,gi,SANTA CRUZ DE TENERIFE,Secundario,Comun
1550,"Hilts, Taten",1968-10-17,NA,ES,Vizcaya,Universitario,vip
1551,"Lang, Jaspreet",1977-08-13,M,ES,Cáceres,PreUniversitario,Comun
1552,"al-Obeid, Sabriyya",1962-04-24,M,ES,Valladolid,Secundario,V I P
1553,"Vigil, Allison",1945-11-12,F,NA,Cuenca,PreUniversitario,NUEVO
1554,"Berardi, Zachary",1941-06-09,f,ES,Zaragoza,Primario,NUEVO
1555,"Huffstater, Alisha",1989-12-01,f,IE,Palencia,PreUniversitario,vip
1556,"Kariminejad, Justin",1976-10-06,f,ES,Vizcaya,Universitario,Comun
1557,"Pritchett, Zackarie",1959-04-09,NA,ES,Avila,Secundario,VIP
1558,"al-Yacoub, Nooriyya",1958-09-14,f,ES,zamora,Secundario,vip
1559,"el-Mousa, Saabir",1956-12-31,M,KE,Madrid,Secundario,COMUN
1560,"al-Ishak, Tammaam",1979-05-03,NA,ES,ORENSE,PreUniversitario,nuevo
1561,"Tat, Shion",1991-04-24,M,CI,teruel,Universitario,V.I.P.
1562,"Contreras, Nicholas",1940-02-04,f,ES,sevilla,Primario,NUEVO
1563,"Wilcoxon, Kyle",1960-12-17,f,ES,palencia,Secundario,VIP
1564,"Holliday, Ashleigh",1965-04-25,F,ES,Lugo,Secundario,nuevo
1565,"Shockley-Lowe, Fronzo",1940-09-26,M,Ni,soria,PreUniversitario,COMUN
1566,"Gutierrez, Amanda",1966-02-12,NA,ES,Teruel,Secundario,nuevo
1567,"Munoz, Ana",1961-02-01,F,TK,Asturias,Universitario,vip
1568,"Casillas, Hannah",1950-12-31,F,ES,Leon,Primario,VIP
1569,"Dyadantumbe, Austin",1967-11-26,NA,ES,SORIA,Secundario,COMUN
1570,"White, Quianah",1949-05-30,f,ES,palencia,Universitario,VIP
1571,"al-Sawaya, Subhi",1973-05-24,F,NC,LUGO,Primario,Común
1572,"el-Daoud, Naazil",1965-10-31,m,ES,Barcelona,Universitario,vip
1573,"Nguyen, Sameer",1982-03-15,m,JM,Toledo,Universitario,NUEVO
1574,"Moore, Jason",1976-10-16,NA,ES,Santa Cruz De Tenerife,Secundario,nuevo
1575,"Gentry, Brenden",1947-05-08,f,ES,CÁCERES,PreUniversitario,Comun
1576,"Farley, Grayson",1958-11-29,f,ES,huesca,Universitario,V I P
1577,"Kim, Hogan",1967-07-13,F,Mg,GUIPÚZCOA,Primario,V.I.P.
1578,"Venkatram, Callie",1979-11-30,m,ES,Jaen,Secundario,V I P
1579,"Bruce, Deja",1978-12-07,NA,gl,navarra,Universitario,Comun
1580,"Mateos, Iliana",1944-03-21,f,ES,Asturias,PreUniversitario,Comun
1581,"al-Yamin, Ismad",1984-08-07,M,ES,Valencia,Secundario,NUEVO
1582,"Schoenrock, Alexandra",1974-12-30,F,ES,Cantabria,Universitario,Común
1583,"Griggs, Asien",1980-01-16,M,Be,lugo,Primario,COMUN
1584,"Gonzales-Mendoza, Mariah",1973-04-25,f,ES,Burgos,PreUniversitario,COMUN
1585,"Acevedo, Nayeli",1957-07-17,M,Zm,Salamanca,Secundario,nuevo
1586,"Richards, Ryan",1943-07-22,M,ES,CIUDAD REAL,Secundario,Común
1587,"Torres, Dominique",1994-12-02,m,ES,zaragoza,Primario,nuevo
1588,"Fazli, Chenchar",1965-12-13,NA,ES,ÁLAVA,Universitario,NUEVO
1589,"Endashaw, Rio Ahjaney",1956-08-29,M,A.R.,Guadalajara,Universitario,nuevo
1590,"Torres Perez, Lesly",1984-06-11,NA,ES,MADRID,Primario,Nuebo
1591,"Herrera, Devlin",1949-09-24,NA,AZ,ISLAS BALEARS,PreUniversitario,Común
1592,"Pugh, Breyanna",1972-03-30,f,ES,ZARAGOZA,PreUniversitario,COMUN
1593,"Powley, Jacob",1967-12-09,f,ES,cádiz,Secundario,VIP
1594,"Bergen, Kory",1981-06-03,m,ES,toledo,PreUniversitario,VIP
1595,"Khliu, Dede",1950-01-19,f,gb,CASTELLÓN,Universitario,COMUN
1596,"Shrestha, Connie",1947-06-11,M,ES,La Coruña,PreUniversitario,Común
1597,"Davis, Chelsea",1953-11-16,NA,B.M.,LA RIOJA,Primario,vip
1598,"Rodriguez Garcia, Megan",1967-12-17,F,ES,Granada,PreUniversitario,vip
1599,"Burgess, Krislynn",1980-05-21,m,ES,León,Universitario,NUEVO
1600,"Lee, Dej A Teiara",1976-01-12,NA,ES,ASTURIAS,Universitario,Comun
1601,"Pizarro, Valeria",1975-02-16,F,mz,NAVARRA,Primario,vip
1602,"Mauk, Talisha",1992-09-21,NA,ES,LAS PALMAS,Primario,VIP
1603,"Glenn, Meaghan",1967-07-09,F,Sx,Teruel,Universitario,V.I.P.
1604,"Wartman, Shelby",1953-11-15,F,ES,córdoba,Universitario,vip
1605,"Sanchez, Alexandra",1969-06-07,NA,ES,burgos,Universitario,NUEVO
1606,"Thornock, Thomas",1973-01-07,NA,ES,LUGO,PreUniversitario,VIP
1607,"Martinez, Christian",1960-04-09,f,NA,Navarra,Universitario,Común
1608,"Groleau, Lisa",1968-09-10,f,ES,orense,PreUniversitario,COMUN
1609,"el-Taheri, Isaam",1965-02-13,F,tv,La Coruña,Primario,NUEVO
1610,"Laux, Kiel",1948-07-16,NA,ES,ÁVILA,PreUniversitario,Común
1611,"Leming, Kashmir",1979-03-16,M,ES,Orense,PreUniversitario,NUEVO
1612,"Iraheta Quintanilla, Sasha",1991-12-23,NA,ES,Alava,Universitario,V.I.P.
1613,"Wyatt, Marquise",1987-10-20,m,PK,Santa Cruz De Tenerife,PreUniversitario,V I P
1614,"Wallace, Luis",1972-01-22,M,ES,La Coruña,PreUniversitario,NUEVO
1615,"Glass, Eric",1968-08-15,NA,P.Y.,León,PreUniversitario,V.I.P.
1616,"el-Niazi, Abdul Wahaab",1994-05-03,m,ES,LUGO,PreUniversitario,V.I.P.
1617,"Cowan, Lauren",1974-08-15,NA,ES,Huesca,PreUniversitario,V.I.P.
1618,"Dunning, Jessica",1950-10-10,NA,ES,palencia,Secundario,V.I.P.
1619,"Hall, Sydney",1954-01-14,M,V.U.,gerona,PreUniversitario,COMUN
1620,"Salazar, Giovanni",1962-12-31,m,ES,zamora,Secundario,Común
1621,"Regan, Leilani",1985-01-08,F,Mg,ciudad real,PreUniversitario,Comun
1622,"Powell, Trent",1978-06-23,F,ES,Albacete,Primario,NUEVO
1623,"al-Ahmad, Wajdiyya",1959-09-20,F,ES,CANTABRIA,Primario,V.I.P.
1624,"Yellowhair, Lakota",1965-06-14,M,ES,Avila,Primario,COMUN
1625,"Andrews, Shyanne",1994-07-30,M,I.D.,asturias,Primario,Común
1626,"el-Mansur, Sabriyya",1953-07-24,M,ES,MÁLAGA,Secundario,Comun
1627,"Spearman, Lauren",1978-01-04,m,sj,león,Primario,NUEVO
1628,"al-Mahmoud, Abdur Rasheed",1972-05-24,M,ES,Badajoz,Primario,V.I.P.
1629,"Than, Kaylee",1990-09-18,m,ES,PALENCIA,Secundario,V.I.P.
1630,"Perez, Hannah",1940-08-02,f,ES,BADAJOZ,Universitario,VIP
1631,"Thompson, Christenia",1987-08-17,F,va,Valladolid,Primario,vip
1632,"Shaw, Hayden",1964-11-20,NA,ES,Sevilla,Secundario,Común
1633,"Ramirez, Chelsea",1940-06-22,M,st,MADRID,Primario,Nuebo
1634,"Johnson, Corean",1978-03-03,f,ES,SANTA CRUZ DE TENERIFE,Primario,V I P
1635,"Herrera, Rachel",1989-08-21,m,ES,LA RIOJA,Primario,COMUN
1636,"Reynolds, Andrew",1961-04-07,F,ES,La Rioja,Primario,COMUN
1637,"el-Suleiman, Kawkab",1962-08-01,F,NA,ávila,Universitario,vip
1638,"al-Fahs, Rajaa",1940-12-14,NA,ES,Guadalajara,Secundario,COMUN
1639,"al-Ghani, Tammaam",1975-09-18,F,HN,GUADALAJARA,Primario,vip
1640,"Hassan, Isaiah",1994-04-09,F,ES,Lerida,Secundario,V I P
1641,"al-Salman, Mujaahida",1949-02-22,m,ES,Islas Balears,Secundario,V I P
1642,"Castillo, Brittany",1943-03-06,M,ES,BARCELONA,Secundario,COMUN
1643,"Murphy, Teryn",1946-04-20,F,T.T.,Pontevedra,Universitario,NUEVO
1644,"Love, Auzjarae",1955-07-26,f,ES,Guipuzcoa,PreUniversitario,Común
1645,"Hansen, Stephanie",1962-12-20,f,Mf,LA RIOJA,Primario,NUEVO
1646,"Smith, Joshua",1961-05-22,m,ES,LUGO,Secundario,NUEVO
1647,"al-Vaziri, Fawqiyya",1979-05-08,F,ES,LA RIOJA,Primario,COMUN
1648,"al-Popal, Izzaddeen",1941-09-09,NA,ES,SEGOVIA,Secundario,VIP
1649,"Ortega, Julieta",1960-05-23,F,PF,león,Universitario,nuevo
1650,"Lopez, Cannon",1958-11-21,F,ES,Huesca,Primario,Común
1651,"Coleman, Shantavia",1967-03-14,F,KI,Álava,Primario,NUEVO
1652,"al-Hashem, Suhaad",1965-10-16,F,ES,Toledo,PreUniversitario,nuevo
1653,"Kyle, Nyasia",1949-11-09,f,ES,SEGOVIA,Universitario,V I P
1654,"Sullivan, Jacob",1989-10-08,F,ES,Lugo,Primario,VIP
1655,"Olson, Daniel",1976-03-30,m,I.N.,Pontevedra,Primario,Comun
1656,"Phu, Alix",1979-09-28,F,ES,Alicante,PreUniversitario,Comun
1657,"Berg, Dalen",1956-01-10,NA,IL,Malaga,Secundario,NUEVO
1658,"Archuleta, Luke",1994-12-10,M,ES,lérida,Secundario,Común
1659,"Zullali, Justin",1951-06-01,M,ES,málaga,Primario,COMUN
1660,"Ramirez, Carmen",1970-10-30,f,ES,MADRID,Universitario,Comun
1661,"Stott, Araseli",1958-03-14,f,gw,ASTURIAS,Secundario,V.I.P.
1662,"Yahashi, Lucas",1943-09-18,m,ES,gerona,Primario,Común
1663,"Jones, Shelese",1992-08-09,M,SE,Lerida,Secundario,Común
1664,"el-Younes, Humaidaan",1961-11-03,F,ES,Valencia,PreUniversitario,COMUN
1665,"Walker, Aaliyah",1972-02-19,F,ES,la coruña,Universitario,V I P
1666,"Doan, Callie",1948-04-27,f,ES,pontevedra,Secundario,V.I.P.
1667,"Marteniez, Darius",1981-02-10,m,NA,santa cruz de tenerife,Primario,COMUN
1668,"May, Jacobi",1976-03-11,f,ES,Salamanca,Universitario,vip
1669,"Choi, Gerald",1956-03-09,M,mg,TOLEDO,PreUniversitario,vip
1670,"Johnson, Jenna",1951-12-15,F,ES,GUIPÚZCOA,Universitario,COMUN
1671,"Young, Melissa",1960-12-02,m,ES,Zaragoza,PreUniversitario,vip
1672,"Salzwedel, Dana",1955-06-11,F,ES,LAS PALMAS,Secundario,COMUN
1673,"Naylor, Santos",1990-01-26,NA,Ne,Madrid,Universitario,VIP
1674,"Cheung, Jack",1945-05-24,M,ES,Tarragona,Secundario,Común
1675,"Kim, Nisha",1976-12-22,F,LI,SANTA CRUZ DE TENERIFE,PreUniversitario,vip
1676,"Cruz, Daniela",1985-10-07,F,ES,BADAJOZ,Primario,VIP
1677,"Kinslow, Levi",1943-01-14,F,ES,huelva,Primario,V I P
1678,"al-Salloum, Azhaar",1973-08-01,f,ES,TARRAGONA,Primario,Común
1679,"Million, Ellison",1994-02-22,F,SN,Lerida,Secundario,V.I.P.
1680,"Barahona, Tanya",1986-08-06,f,ES,Granada,Secundario,nuevo
1681,"el-Zakaria, Naseem",1965-02-28,m,LA,Palencia,Secundario,Común
1682,"el-Kazmi, Khaalida",1980-02-01,F,ES,Sevilla,Secundario,V.I.P.
1683,"Miller, Andrew",1978-10-03,F,ES,Álava,Primario,Comun
1684,"Kalford, Torrian",1945-08-27,m,ES,SEGOVIA,Secundario,VIP
1685,"Whitehead, Maryissa",1992-07-20,F,It,LUGO,PreUniversitario,V I P
1686,"Herring, Tyler",1945-03-20,f,ES,valencia,Primario,COMUN
1687,"Garcia, Desaray",1953-02-12,f,sn,Santa Cruz de Tenerife,Primario,Común
1688,"Oliver, Khalida",1977-06-02,F,ES,Huelva,PreUniversitario,Comun
1689,"Brown, Jaylen",1946-09-03,M,ES,zamora,Universitario,nuevo
1690,"Darbin, Melissa",1962-01-28,F,ES,GUADALAJARA,Universitario,Común
1691,"Sanchez, Esdrel",1950-10-12,m,NA,Álava,Secundario,V.I.P.
1692,"Ragsdale, Blair",1972-05-16,M,ES,Granada,Universitario,V I P
1693,"el-Matar, Muneer",1979-11-27,f,N.Z.,jaén,Secundario,vip
1694,"Benavides, Daniel",1955-03-12,M,ES,Teruel,Secundario,VIP
1695,"Ontiveros Flores, Michael",1988-02-05,NA,ES,Cadiz,Secundario,Comun
1696,"Tuano, Da Som",1990-07-03,F,ES,la coruña,Primario,Comun
1697,"Williams, Roslyn",1956-07-21,M,Vu,Almeria,Primario,COMUN
1698,"Osborn, Brandon",1958-01-15,F,ES,tarragona,Universitario,NUEVO
1699,"Russ, Duncan",1953-12-05,NA,ar,Cordoba,PreUniversitario,nuevo
1700,"al-Jamal, Tasneem",1979-09-14,m,ES,CASTELLÓN,Universitario,Comun
1701,"Esparza, Nathan",1973-08-04,NA,ES,Santa Cruz De Tenerife,PreUniversitario,NUEVO
1702,"Lucio, Noemi",1980-07-31,F,ES,Almería,PreUniversitario,V I P
1703,"Mitchell, Camron",1941-10-09,f,K.I.,Guadalajara,Secundario,NUEVO
1704,"Perez, Christy",1953-02-21,m,ES,Las Palmas,PreUniversitario,Común
1705,"Chu, Angela",1973-12-28,f,NA,córdoba,Secundario,V I P
1706,"Fish, Mark",1944-01-28,M,ES,toledo,Primario,Comun
1707,"Sprague, Exzandra",1984-05-23,f,ES,Jaen,PreUniversitario,vip
1708,"Mcmaster, Kayla",1974-08-08,f,ES,Gerona,PreUniversitario,Nuebo
1709,"Walton, Jeremy",1963-11-04,F,bv,Gerona,Primario,vip
1710,"Harris, Aleksandr",1992-06-09,F,ES,Guadalajara,PreUniversitario,vip
1711,"Sciacca, Laura",1962-12-28,m,NA,Madrid,Universitario,vip
1712,"Neal, Kristian",1955-06-05,f,ES,Soria,Secundario,Común
1713,"Ling Chen, Daniel",1968-12-16,f,ES,TOLEDO,Primario,COMUN
1714,"Do, Charlie",1976-03-20,NA,ES,Granada,Universitario,V I P
1715,"Cogan, Kendra",1949-01-19,F,KR,vizcaya,PreUniversitario,NUEVO
1716,"Harrigan, Klaus",1973-09-23,F,ES,Castellon,Secundario,Comun
1717,"Bustillos, Josue",1991-09-15,F,NA,Almería,Primario,COMUN
1718,"Holiday, Marcus",1964-05-29,f,ES,TARRAGONA,PreUniversitario,Común
1719,"el-Hamed, Suhaib",1985-04-08,M,ES,huelva,PreUniversitario,NUEVO
1720,"Bentley, John",1968-11-09,NA,ES,Jaén,Universitario,V I P
1721,"Lovins, Javkhlan",1987-02-21,M,IS,cantabria,Secundario,V I P
